hbm_id,cycles,mem_cycles,avg_latency,repair_none,repair_layer_a,repair_layer_b,repair_layer_c,repair_layer_d,total_repaired,K,bad_banks,ded_rows
341,3695363.0,3695905.0,26.10206865625,586936,1,35,1,0,37,0,0,684
342,3695363.0,3695905.0,26.10206865625,586931,3,37,2,0,42,0,0,683
343,3695339.0,3695898.0,26.10130215,585818,1,58,4,1092,1155,33,1,691
344,3695363.0,3695905.0,26.10206865625,586917,0,56,0,0,56,0,0,693
345,3695288.0,3695862.0,26.10113036875,583639,0,36,1,3297,3334,97,3,665
346,3695334.0,3695889.0,26.10143541875,583418,0,40,3,3512,3555,97,3,672
347,3695246.0,3695861.0,26.101077925,582243,0,39,3,4688,4730,130,4,652
348,3695305.0,3695900.0,26.10144400625,580092,0,46,3,6832,6881,195,6,680
349,3695291.0,3695877.0,26.101207975,584548,1,53,1,2370,2425,65,2,683
350,3695363.0,3695905.0,26.10206865625,586933,1,38,1,0,40,0,0,688
351,3695340.0,3695899.0,26.10141670625,579814,1,64,2,7092,7159,195,6,653
352,3695321.0,3695895.0,26.10129845,576811,0,43,0,10119,10162,294,9,651
353,3695343.0,3695899.0,26.10137665,579960,0,52,4,6957,7013,195,6,697
354,3695287.0,3695889.0,26.1013515,576834,0,28,2,10109,10139,294,9,675
355,3695352.0,3695899.0,26.10139573125,570944,2,42,1,15984,16029,461,14,665
356,3695349.0,3695896.0,26.1012941625,572896,0,56,3,14018,14077,394,12,643
357,3695332.0,3695895.0,26.101141575,583343,0,49,1,3580,3630,97,3,640
358,3695341.0,3695900.0,26.1012299,581236,2,42,1,5692,5737,162,5,677
359,3695310.0,3695888.0,26.101229418750002,585796,1,34,2,1140,1177,33,1,690
360,3695332.0,3695903.0,26.10116790625,583503,0,42,1,3427,3470,97,3,652
361,3695363.0,3695905.0,26.10206865625,586924,0,45,4,0,49,0,0,661
362,3695363.0,3695905.0,26.10206865625,586931,0,38,4,0,42,0,0,656
363,3695297.0,3695868.0,26.1013414875,583684,0,38,3,3248,3289,97,3,668
364,3695322.0,3695891.0,26.10141135,582476,3,44,3,4447,4497,130,4,691
365,3695363.0,3695905.0,26.10206865625,586918,2,53,0,0,55,0,0,686
366,3695363.0,3695905.0,26.10206865625,586930,0,43,0,0,43,0,0,684
367,3695363.0,3695905.0,26.10206865625,586923,2,47,1,0,50,0,0,649
368,3695363.0,3695905.0,26.10206865625,586915,0,57,1,0,58,0,0,659
369,3695305.0,3695884.0,26.10128616875,578845,0,49,0,8079,8128,228,7,695
370,3695352.0,3695901.0,26.10154413125,580044,0,39,0,6890,6929,195,6,688
371,3695363.0,3695905.0,26.10206865625,586935,0,35,3,0,38,0,0,671
372,3695303.0,3695881.0,26.1011725625,582389,0,64,3,4517,4584,130,4,658
373,3695363.0,3695905.0,26.10206865625,586905,1,64,3,0,68,0,0,675
374,3695281.0,3695887.0,26.10084425625,581081,1,46,2,5843,5892,162,5,690
375,3695293.0,3695896.0,26.101204875,583605,0,31,0,3337,3368,97,3,662
376,3695363.0,3695905.0,26.10206865625,586902,0,68,3,0,71,0,0,674
377,3695363.0,3695905.0,26.10206865625,586928,0,44,1,0,45,0,0,716
378,3695338.0,3695901.0,26.10142350625,578990,2,45,2,7934,7983,228,7,684
379,3695333.0,3695888.0,26.1013677,581002,0,55,0,5916,5971,162,5,670
380,3695340.0,3695900.0,26.101596825,585718,0,49,1,1205,1255,33,1,665
381,3695310.0,3695898.0,26.10129725625,578843,0,37,0,8093,8130,228,7,657
382,3695363.0,3695905.0,26.10206865625,586923,0,47,3,0,50,0,0,675
383,3695363.0,3695905.0,26.10206865625,586914,3,56,0,0,59,0,0,690
384,3695363.0,3695905.0,26.10206865625,586925,0,45,3,0,48,0,0,684
385,3695306.0,3695888.0,26.1014123,574273,2,62,0,12636,12700,360,11,657
386,3695363.0,3695905.0,26.10206865625,586931,0,40,2,0,42,0,0,685
387,3695363.0,3695905.0,26.10206865625,586922,0,50,1,0,51,0,0,712
388,3695317.0,3695889.0,26.10098766875,573275,0,45,1,13652,13698,394,12,669
389,3695330.0,3695899.0,26.101312387500002,574322,0,33,0,12618,12651,360,11,649
390,3695271.0,3695904.0,26.101168625,585839,2,43,1,1088,1134,33,1,648
391,3695363.0,3695905.0,26.10206865625,586920,0,51,2,0,53,0,0,680
392,3695322.0,3695895.0,26.1014378125,578740,0,42,4,8187,8233,228,7,663
393,3695317.0,3695891.0,26.10125744375,582297,0,36,4,4636,4676,130,4,684
394,3695327.0,3695899.0,26.101204975,570803,0,40,4,16126,16170,461,14,684
395,3695348.0,3695906.0,26.1015241125,585727,0,46,1,1199,1246,33,1,670
396,3695326.0,3695880.0,26.1012467125,580031,0,57,4,6881,6942,195,6,671
397,3695344.0,3695901.0,26.10149586875,576691,6,46,0,10230,10282,294,9,682
398,3695304.0,3695890.0,26.1010943625,585868,1,40,1,1063,1105,33,1,655
399,3695331.0,3695896.0,26.1012710375,582512,2,50,0,4409,4461,130,4,650
400,3695334.0,3695897.0,26.101210350000002,581387,0,54,1,5531,5586,162,5,667
401,3695363.0,3695905.0,26.10206865625,586936,0,36,1,0,37,0,0,682
402,3695351.0,3695893.0,26.10136305,585747,0,65,0,1161,1226,33,1,692
403,3695321.0,3695886.0,26.10112178125,583458,0,54,1,3460,3515,97,3,668
404,3695332.0,3695902.0,26.10122429375,579928,0,66,2,6977,7045,195,6,701
405,3695363.0,3695905.0,26.10206865625,586925,0,47,1,0,48,0,0,683
406,3695363.0,3695905.0,26.10206865625,586907,2,62,2,0,66,0,0,698
407,3695363.0,3695905.0,26.10206865625,586919,0,52,2,0,54,0,0,693
408,3695344.0,3695900.0,26.1014981125,583531,0,53,3,3386,3442,97,3,690
409,3695328.0,3695897.0,26.10150944375,572999,0,55,0,13919,13974,394,12,695
410,3695315.0,3695884.0,26.10119843125,583416,0,41,1,3515,3557,97,3,658
411,3695316.0,3695892.0,26.1011878375,585703,0,54,0,1216,1270,33,1,696
412,3695333.0,3695894.0,26.1014060875,571754,1,42,2,15174,15219,427,13,651
413,3695294.0,3695895.0,26.10123789375,583334,1,63,1,3574,3639,97,3,693
415,3695363.0,3695905.0,26.10206865625,586936,0,37,0,0,37,0,0,647
416,3695320.0,3695897.0,26.1013469625,584669,1,57,1,2245,2304,65,2,719
417,3695337.0,3695890.0,26.10134184375,569790,0,53,3,17127,17183,495,15,676
418,3695276.0,3695896.0,26.10121095,572972,1,33,2,13965,14001,394,12,679
419,3695321.0,3695894.0,26.101448412499998,585797,1,44,0,1131,1176,33,1,657
420,3695363.0,3695905.0,26.10206865625,586936,0,34,3,0,37,0,0,677
421,3695327.0,3695897.0,26.1009663375,585709,0,51,2,1211,1264,33,1,674
422,3695363.0,3695905.0,26.10206865625,586920,0,52,1,0,53,0,0,702
423,3695328.0,3695906.0,26.10132623125,577766,0,37,4,9166,9207,261,8,666
424,3695363.0,3695905.0,26.10206865625,586918,2,51,2,0,55,0,0,670
425,3695316.0,3695884.0,26.101204043750002,583582,0,41,2,3348,3391,97,3,686
426,3695331.0,3695905.0,26.10135793125,583474,0,50,1,3448,3499,97,3,689
427,3695323.0,3695884.0,26.1012787875,574410,2,43,1,12517,12563,360,11,656
428,3695318.0,3695904.0,26.10122,580219,0,42,1,6711,6754,195,6,659
429,3695343.0,3695901.0,26.10127055625,577589,0,55,2,9327,9384,261,8,661
430,3695377.0,3695900.0,26.1012324,582162,0,51,3,4757,4811,130,4,673
431,3695317.0,3695903.0,26.10104095625,574576,0,31,0,12366,12397,360,11,634
432,3695300.0,3695888.0,26.10091436875,585803,1,55,1,1113,1170,33,1,683
433,3695363.0,3695905.0,26.10206865625,586933,0,40,0,0,40,0,0,679
434,3695299.0,3695886.0,26.10105525625,576601,1,39,1,10331,10372,294,9,658
435,3695334.0,3695885.0,26.1011402625,575536,0,56,1,11380,11437,327,10,700
436,3695363.0,3695905.0,26.10206865625,586927,0,45,1,0,46,0,0,667
437,3695363.0,3695905.0,26.10206865625,586919,0,54,0,0,54,0,0,665
438,3695363.0,3695905.0,26.10206865625,586922,0,50,1,0,51,0,0,681
439,3695329.0,3695891.0,26.10120616875,573175,0,46,1,13751,13798,394,12,633
440,3695352.0,3695905.0,26.1012873625,571588,0,40,2,15343,15385,427,13,647
441,3695305.0,3695896.0,26.10111665,577657,0,53,1,9262,9316,261,8,695
442,3695363.0,3695905.0,26.10206865625,586927,0,45,1,0,46,0,0,696
443,3695333.0,3695895.0,26.10125290625,585763,1,47,1,1161,1210,33,1,679
444,3695316.0,3695882.0,26.10129428125,581195,0,42,2,5734,5778,162,5,665
445,3695292.0,3695873.0,26.10128664375,575686,0,61,3,11223,11287,327,10,689
446,3695319.0,3695878.0,26.10121310625,580012,0,53,1,6907,6961,195,6,671
447,3695316.0,3695883.0,26.1011812625,581260,0,48,1,5664,5713,162,5,710
448,3695298.0,3695898.0,26.10135925,584681,1,45,5,2241,2292,65,2,692
449,3695320.0,3695889.0,26.10111665,585769,0,36,0,1168,1204,33,1,682
450,3695303.0,3695890.0,26.101309193749998,569765,0,53,3,17152,17208,495,15,661
451,3695278.0,3695899.0,26.10127913125,582252,0,40,0,4681,4721,130,4,679
452,3695363.0,3695905.0,26.10206865625,586917,0,54,2,0,56,0,0,648
453,3695363.0,3695905.0,26.10206865625,586912,0,59,2,0,61,0,0,714
454,3695363.0,3695905.0,26.10206865625,586926,0,44,3,0,47,0,0,655
455,3695301.0,3695886.0,26.10116243125,573285,1,40,2,13645,13688,394,12,645
456,3695363.0,3695905.0,26.10206865625,586912,3,57,1,0,61,0,0,706
457,3695328.0,3695894.0,26.10113383125,571963,1,49,2,14958,15010,427,13,708
458,3695336.0,3695895.0,26.10128009375,585747,1,42,2,1181,1226,33,1,662
459,3695338.0,3695906.0,26.1013383875,570945,0,39,0,15989,16028,461,14,632
460,3695351.0,3695907.0,26.10135089375,572909,0,46,2,14016,14064,394,12,683
461,3695336.0,3695895.0,26.10112535625,582255,0,66,1,4651,4718,130,4,674
462,3695363.0,3695905.0,26.10206865625,586920,3,47,3,0,53,0,0,702
463,3695301.0,3695883.0,26.10139190625,585776,0,63,0,1134,1197,33,1,692
464,3695317.0,3695878.0,26.1009995875,585782,0,45,2,1144,1191,33,1,682
465,3695261.0,3695871.0,26.1009342625,579817,0,38,1,7117,7156,195,6,663
466,3695329.0,3695904.0,26.10120771875,583605,0,50,1,3317,3368,97,3,701
467,3695325.0,3695896.0,26.1014540125,582259,0,50,5,4659,4714,130,4,679
468,3695296.0,3695883.0,26.101264,572814,0,58,1,14100,14159,394,12,671
469,3695289.0,3695893.0,26.101247175,578752,0,49,2,8170,8221,228,7,679
470,3695363.0,3695905.0,26.10206865625,586929,1,43,0,0,44,0,0,688
471,3695317.0,3695904.0,26.10119664375,577893,1,56,1,9022,9080,261,8,673
472,3695363.0,3695905.0,26.10206865625,586907,2,62,2,0,66,0,0,689
473,3695326.0,3695893.0,26.10131704375,585809,1,39,0,1124,1164,33,1,680
474,3695312.0,3695904.0,26.101206775,578872,0,48,3,8050,8101,228,7,703
475,3695299.0,3695895.0,26.101373425,578624,0,48,2,8299,8349,228,7,664
476,3695322.0,3695892.0,26.101338393749998,579018,0,49,5,7901,7955,228,7,642
477,3695363.0,3695905.0,26.10206865625,586938,1,33,1,0,35,0,0,682
478,3695363.0,3695905.0,26.10206865625,586920,0,52,1,0,53,0,0,725
479,3695345.0,3695906.0,26.1016256875,580392,0,60,3,6518,6581,195,6,668
480,3695274.0,3695889.0,26.10100673125,579092,0,44,0,7837,7881,228,7,662
481,3695363.0,3695905.0,26.10206865625,586923,0,50,0,0,50,0,0,687
482,3695299.0,3695896.0,26.1013085875,579044,0,49,0,7880,7929,228,7,647
483,3695363.0,3695905.0,26.10206865625,586940,0,33,0,0,33,0,0,648
484,3695363.0,3695905.0,26.10206865625,586924,0,45,4,0,49,0,0,701
485,3695363.0,3695905.0,26.10206865625,586933,0,38,2,0,40,0,0,680
486,3695363.0,3695905.0,26.10206865625,586933,0,39,1,0,40,0,0,694
487,3695295.0,3695881.0,26.1012665,571797,0,41,2,15133,15176,427,13,661
489,3695323.0,3695882.0,26.10129283125,576505,1,53,0,10414,10468,294,9,671
490,3695321.0,3695880.0,26.101266625,583403,0,61,1,3508,3570,97,3,674
491,3695302.0,3695898.0,26.1011387125,574646,0,48,1,12278,12327,360,11,648
492,3695276.0,3695893.0,26.10136771875,579002,0,52,2,7917,7971,228,7,667
493,3695311.0,3695883.0,26.10099875625,576511,2,43,1,10416,10462,294,9,682
494,3695335.0,3695899.0,26.10158621875,585729,0,57,0,1187,1244,33,1,671
495,3695348.0,3695906.0,26.10137199375,581171,0,36,0,5766,5802,162,5,675
496,3695363.0,3695905.0,26.10206865625,586907,0,66,0,0,66,0,0,676
497,3695303.0,3695886.0,26.10120069375,584590,0,58,1,2324,2383,65,2,708
498,3695319.0,3695888.0,26.10101985,579830,0,62,0,7081,7143,195,6,679
499,3695319.0,3695896.0,26.10111689375,579828,0,54,2,7089,7145,195,6,663
500,3695297.0,3695888.0,26.101018075,581144,0,66,1,5762,5829,162,5,685
501,3695341.0,3695902.0,26.10125029375,574227,1,46,3,12696,12746,360,11,681
502,3695363.0,3695905.0,26.10206865625,586924,2,45,2,0,49,0,0,699
503,3695321.0,3695889.0,26.1011729125,582427,0,46,3,4497,4546,130,4,670
504,3695319.0,3695901.0,26.101122025000002,582427,1,49,1,4495,4546,130,4,673
505,3695318.0,3695886.0,26.1010163875,578089,0,68,1,8815,8884,261,8,698
506,3695363.0,3695905.0,26.10206865625,586923,0,47,3,0,50,0,0,674
507,3695363.0,3695905.0,26.10206865625,586915,0,56,2,0,58,0,0,688
508,3695345.0,3695897.0,26.10147606875,573166,0,44,1,13762,13807,394,12,676
509,3695255.0,3695891.0,26.1011598,583446,1,51,0,3475,3527,97,3,673
510,3695326.0,3695894.0,26.10148726875,579019,1,34,0,7919,7954,228,7,678
511,3695323.0,3695910.0,26.10130703125,569584,1,46,3,17339,17389,495,15,664
512,3695329.0,3695904.0,26.1014354125,585824,4,56,3,1086,1149,33,1,639
513,3695363.0,3695905.0,26.10206865625,586937,0,35,1,0,36,0,0,665
514,3695323.0,3695896.0,26.10131978125,585836,0,47,2,1088,1137,33,1,693
515,3695294.0,3695890.0,26.10086106875,584619,1,54,1,2298,2354,65,2,706
516,3695319.0,3695895.0,26.10132920625,583542,1,41,1,3388,3431,97,3,671
517,3695322.0,3695893.0,26.10131561875,581017,0,39,3,5914,5956,162,5,679
518,3695363.0,3695905.0,26.10206865625,586926,1,44,2,0,47,0,0,679
519,3695363.0,3695905.0,26.10206865625,586931,0,42,0,0,42,0,0,672
520,3695311.0,3695880.0,26.10119246875,583613,0,53,2,3305,3360,97,3,673
521,3695278.0,3695878.0,26.10124373125,578836,4,39,1,8093,8137,228,7,689
522,3695318.0,3695905.0,26.101095675,578850,3,45,1,8074,8123,228,7,692
523,3695330.0,3695897.0,26.1014682,585778,0,63,4,1128,1195,33,1,689
524,3695327.0,3695903.0,26.10114145,582320,0,69,4,4580,4653,130,4,695
525,3695343.0,3695906.0,26.1013424375,573247,0,49,3,13674,13726,394,12,688
526,3695363.0,3695905.0,26.10206865625,586919,0,53,1,0,54,0,0,670
527,3695363.0,3695905.0,26.10206865625,586930,2,40,1,0,43,0,0,658
528,3695318.0,3695896.0,26.10131025,584714,1,44,1,2213,2259,65,2,680
529,3695363.0,3695905.0,26.10206865625,586923,1,47,2,0,50,0,0,667
530,3695363.0,3695905.0,26.10206865625,586926,0,43,4,0,47,0,0,666
531,3695328.0,3695890.0,26.10116456875,582402,0,38,1,4532,4571,130,4,698
532,3695341.0,3695896.0,26.10153591875,582439,0,51,2,4481,4534,130,4,693
533,3695317.0,3695908.0,26.10117208125,585787,3,43,2,1138,1186,33,1,699
534,3695302.0,3695885.0,26.10128175625,579098,0,34,0,7841,7875,228,7,683
535,3695363.0,3695905.0,26.10206865625,586907,0,64,2,0,66,0,0,670
536,3695309.0,3695897.0,26.10092676875,571094,0,60,1,15818,15879,461,14,684
537,3695309.0,3695903.0,26.101515768749998,584780,0,44,0,2149,2193,65,2,678
538,3695269.0,3695885.0,26.10118699375,572852,0,41,0,14080,14121,394,12,661
539,3695336.0,3695900.0,26.10139810625,571954,1,49,1,14968,15019,427,13,677
540,3695363.0,3695905.0,26.10206865625,586918,0,55,0,0,55,0,0,665
541,3695363.0,3695905.0,26.10206865625,586932,0,40,1,0,41,0,0,658
542,3695363.0,3695905.0,26.10206865625,586916,0,57,0,0,57,0,0,686
543,3695321.0,3695895.0,26.101209525,580134,0,55,2,6782,6839,195,6,666
544,3695276.0,3695880.0,26.10095441875,572984,0,45,1,13943,13989,394,12,679
545,3695363.0,3695905.0,26.10206865625,586916,0,55,2,0,57,0,0,683
546,3695315.0,3695886.0,26.1011788875,583606,0,43,4,3320,3367,97,3,680
547,3695345.0,3695894.0,26.10160374375,575170,0,44,1,11758,11803,327,10,683
548,3695278.0,3695890.0,26.10105286875,583221,0,50,3,3699,3752,97,3,687
549,3695331.0,3695901.0,26.10140800625,581292,0,48,4,5629,5681,162,5,639
550,3695338.0,3695900.0,26.10118031875,578973,0,46,4,7950,8000,228,7,670
551,3695363.0,3695905.0,26.10206865625,586931,0,40,2,0,42,0,0,656
552,3695363.0,3695905.0,26.10206865625,586931,1,41,0,0,42,0,0,664
553,3695325.0,3695899.0,26.1012312125,570733,0,35,1,16204,16240,461,14,642
554,3695335.0,3695907.0,26.10130465,578787,0,57,1,8128,8186,228,7,654
555,3695363.0,3695905.0,26.10206865625,586928,0,44,1,0,45,0,0,664
556,3695363.0,3695905.0,26.10206865625,586937,1,35,0,0,36,0,0,671
557,3695339.0,3695898.0,26.10153674375,576718,0,50,2,10203,10255,294,9,679
558,3695363.0,3695905.0,26.10206865625,586926,1,44,2,0,47,0,0,652
559,3695363.0,3695905.0,26.10206865625,586930,0,42,1,0,43,0,0,698
560,3695340.0,3695903.0,26.10142600625,582216,0,37,4,4716,4757,130,4,648
561,3695363.0,3695905.0,26.10206865625,586918,2,51,2,0,55,0,0,698
562,3695312.0,3695888.0,26.10106956875,575452,0,57,2,11462,11521,327,10,689
563,3695331.0,3695889.0,26.1011192875,584676,0,43,1,2253,2297,65,2,707
564,3695341.0,3695893.0,26.10138189375,585859,1,48,2,1063,1114,33,1,673
565,3695322.0,3695896.0,26.1010583625,578864,1,47,2,8059,8109,228,7,699
567,3695363.0,3695905.0,26.10206865625,586925,0,45,3,0,48,0,0,688
568,3695332.0,3695898.0,26.101300475,571341,0,50,1,15581,15632,461,14,656
569,3695325.0,3695895.0,26.10127055625,580101,0,40,1,6831,6872,195,6,692
570,3695309.0,3695903.0,26.10134744375,583467,0,48,0,3458,3506,97,3,681
571,3695314.0,3695887.0,26.10139701875,580168,2,52,2,6749,6805,195,6,682
572,3695329.0,3695889.0,26.1013429125,572316,0,57,3,14597,14657,427,13,645
573,3695312.0,3695897.0,26.10141551875,578779,1,47,1,8145,8194,228,7,653
574,3695300.0,3695874.0,26.101315387499998,577928,0,42,1,9002,9045,261,8,667
575,3695331.0,3695905.0,26.101441018750002,573356,2,48,1,13566,13617,394,12,646
576,3695363.0,3695905.0,26.10206865625,586920,0,51,2,0,53,0,0,687
577,3695319.0,3695888.0,26.1012492125,576400,0,52,2,10519,10573,294,9,624
578,3695340.0,3695902.0,26.10120306875,578639,0,36,0,8298,8334,228,7,666
580,3695339.0,3695895.0,26.10140955,572032,0,44,0,14897,14941,427,13,690
581,3695309.0,3695892.0,26.1011454,583399,0,50,0,3524,3574,97,3,676
582,3695341.0,3695902.0,26.10135984375,573123,2,48,1,13799,13850,394,12,645
583,3695298.0,3695882.0,26.101318943749998,575414,0,30,2,11527,11559,327,10,673
584,3695363.0,3695905.0,26.10206865625,586916,2,54,1,0,57,0,0,691
585,3695363.0,3695905.0,26.10206865625,586916,0,55,2,0,57,0,0,726
586,3695292.0,3695900.0,26.10135948125,573876,2,59,4,13032,13097,360,11,684
587,3695315.0,3695901.0,26.10101245625,585693,0,35,1,1244,1280,33,1,664
588,3695310.0,3695888.0,26.10106754375,577474,1,59,1,9438,9499,261,8,672
589,3695307.0,3695868.0,26.1013084625,572105,3,46,1,14818,14868,427,13,645
590,3695352.0,3695907.0,26.10129749375,577826,0,42,1,9104,9147,261,8,688
591,3695316.0,3695891.0,26.10128795625,583536,0,39,2,3396,3437,97,3,681
592,3695318.0,3695888.0,26.10142646875,581224,0,35,5,5709,5749,162,5,662
593,3695363.0,3695905.0,26.10206865625,586912,0,60,1,0,61,0,0,713
594,3695363.0,3695905.0,26.10206865625,586917,1,52,3,0,56,0,0,669
595,3695363.0,3695905.0,26.10206865625,586924,0,46,3,0,49,0,0,661
596,3695294.0,3695877.0,26.10118710625,582147,0,48,0,4778,4826,130,4,683
597,3695335.0,3695906.0,26.1011815,582373,0,53,3,4544,4600,130,4,706
598,3695335.0,3695905.0,26.101265425,579035,1,37,3,7897,7938,228,7,681
599,3695326.0,3695889.0,26.10109758125,583233,1,48,1,3690,3740,97,3,680
600,3695268.0,3695885.0,26.10130166875,579082,0,38,2,7851,7891,228,7,691
601,3695301.0,3695875.0,26.1012275375,579931,0,52,1,6989,7042,195,6,676
602,3695332.0,3695906.0,26.1012226375,573172,2,40,1,13758,13801,394,12,681
603,3695363.0,3695905.0,26.10206865625,586913,0,57,3,0,60,0,0,702
604,3695319.0,3695893.0,26.101232893749998,585743,2,53,2,1173,1230,33,1,709
605,3695314.0,3695881.0,26.10115886875,569721,0,47,3,17202,17252,495,15,636
606,3695284.0,3695842.0,26.1009560875,577692,0,55,0,9226,9281,261,8,679
607,3695303.0,3695863.0,26.10076093125,569984,4,37,2,16946,16989,495,15,632
608,3695275.0,3695859.0,26.10128855625,570725,0,36,4,16208,16248,461,14,668
609,3695339.0,3695905.0,26.10137475,574488,0,41,2,12442,12485,360,11,618
610,3695343.0,3695896.0,26.1013978625,572171,0,46,2,14754,14802,427,13,666
611,3695363.0,3695905.0,26.10206865625,586940,1,30,2,0,33,0,0,685
612,3695363.0,3695905.0,26.10206865625,586917,1,49,6,0,56,0,0,664
613,3695363.0,3695905.0,26.10206865625,586928,1,44,0,0,45,0,0,668
614,3695363.0,3695905.0,26.10206865625,586910,2,60,1,0,63,0,0,681
615,3695363.0,3695905.0,26.10206865625,586931,0,40,2,0,42,0,0,689
616,3695341.0,3695901.0,26.101422425,584577,1,47,1,2347,2396,65,2,645
617,3695363.0,3695905.0,26.10206865625,586913,1,58,1,0,60,0,0,715
618,3695313.0,3695885.0,26.1009767,572056,0,40,2,14875,14917,427,13,674
619,3695289.0,3695895.0,26.10115980625,581033,2,58,0,5880,5940,162,5,692
620,3695335.0,3695908.0,26.10120440625,579957,0,44,0,6972,7016,195,6,678
621,3695288.0,3695883.0,26.10119770625,583213,0,40,4,3716,3760,97,3,686
622,3695326.0,3695887.0,26.10107695,569627,0,53,1,17292,17346,495,15,663
623,3695363.0,3695905.0,26.10206865625,586921,0,51,1,0,52,0,0,693
624,3695325.0,3695901.0,26.10132635,576610,0,63,3,10297,10363,294,9,666
625,3695324.0,3695888.0,26.10100984375,582454,1,58,2,4458,4519,130,4,679
626,3695302.0,3695895.0,26.10092759375,572000,6,51,1,14915,14973,427,13,659
627,3695334.0,3695903.0,26.10102951875,574153,0,65,2,12753,12820,360,11,705
628,3695281.0,3695884.0,26.101288325,571062,3,59,0,15849,15911,461,14,630
629,3695329.0,3695894.0,26.10117388125,581209,2,43,2,5717,5764,162,5,656
630,3695363.0,3695905.0,26.10206865625,586919,2,48,4,0,54,0,0,669
631,3695363.0,3695905.0,26.10206865625,586923,0,48,2,0,50,0,0,690
632,3695334.0,3695900.0,26.101275325,584582,4,48,0,2339,2391,65,2,637
633,3695314.0,3695892.0,26.101142643750002,573156,2,42,1,13772,13817,394,12,674
634,3695307.0,3695905.0,26.10120928125,573360,1,48,0,13564,13613,394,12,647
635,3695363.0,3695905.0,26.10206865625,586919,0,54,0,0,54,0,0,686
636,3695363.0,3695905.0,26.10206865625,586923,1,48,1,0,50,0,0,677
637,3695317.0,3695879.0,26.10134469375,576731,1,37,2,10202,10242,294,9,671
638,3695276.0,3695872.0,26.100971225000002,583454,0,52,1,3466,3519,97,3,681
639,3695363.0,3695905.0,26.10206865625,586927,5,39,2,0,46,0,0,704
640,3695363.0,3695905.0,26.10206865625,586928,1,44,0,0,45,0,0,652
641,3695363.0,3695905.0,26.10206865625,586917,2,54,0,0,56,0,0,684
642,3695342.0,3695905.0,26.101305725,577827,0,38,2,9106,9146,261,8,639
643,3695363.0,3695905.0,26.10206865625,586917,0,54,2,0,56,0,0,702
644,3695310.0,3695893.0,26.1012498125,571065,1,47,2,15858,15908,461,14,692
645,3695326.0,3695893.0,26.10131704375,585791,0,57,1,1124,1182,33,1,718
646,3695363.0,3695905.0,26.10206865625,586917,0,55,1,0,56,0,0,739
647,3695363.0,3695905.0,26.10206865625,586919,1,52,1,0,54,0,0,687
648,3695332.0,3695895.0,26.101236825,585697,0,40,4,1232,1276,33,1,659
649,3695363.0,3695905.0,26.10206865625,586921,1,49,2,0,52,0,0,684
650,3695315.0,3695899.0,26.10143398125,576700,0,38,2,10233,10273,294,9,651
651,3695304.0,3695895.0,26.10121475625,576632,5,39,3,10294,10341,294,9,662
652,3695325.0,3695889.0,26.1016811125,584709,0,45,2,2217,2264,65,2,667
653,3695363.0,3695905.0,26.10206865625,586925,0,48,0,0,48,0,0,692
654,3695322.0,3695884.0,26.101472025,585822,0,57,2,1092,1151,33,1,684
655,3695363.0,3695905.0,26.10206865625,586922,0,50,1,0,51,0,0,701
656,3695299.0,3695892.0,26.10134888125,571833,0,41,1,15098,15140,427,13,673
657,3695310.0,3695877.0,26.1011375125,574385,0,50,0,12538,12588,360,11,697
658,3695333.0,3695892.0,26.10133194375,583502,0,43,1,3427,3471,97,3,659
659,3695363.0,3695905.0,26.10206865625,586927,0,43,3,0,46,0,0,682
660,3695320.0,3695891.0,26.10119819375,569778,1,35,1,17158,17195,495,15,641
661,3695326.0,3695889.0,26.10122025,576577,0,55,0,10341,10396,294,9,720
662,3695363.0,3695905.0,26.10206865625,586922,0,50,1,0,51,0,0,667
663,3695313.0,3695890.0,26.10100005,583541,0,49,1,3382,3432,97,3,644
664,3695363.0,3695905.0,26.10206865625,586929,0,43,1,0,44,0,0,639
665,3695295.0,3695891.0,26.10130215625,575841,0,47,2,11083,11132,327,10,650
666,3695310.0,3695889.0,26.1011163,581213,0,48,1,5711,5760,162,5,655
667,3695345.0,3695903.0,26.10143291875,575757,2,64,5,11145,11216,327,10,715
669,3695303.0,3695901.0,26.10143636875,574547,0,46,1,12379,12426,360,11,664
671,3695282.0,3695892.0,26.1011339375,579092,1,64,1,7815,7881,228,7,661
672,3695348.0,3695898.0,26.1014795375,582499,1,50,1,4422,4474,130,4,677
675,3695286.0,3695900.0,26.10129701875,575426,7,38,2,11500,11547,327,10,681
676,3695315.0,3695885.0,26.10114466875,576272,0,37,0,10664,10701,294,9,657
677,3695324.0,3695900.0,26.1015111125,585882,1,44,4,1042,1091,33,1,681
678,3695299.0,3695880.0,26.10124123125,582389,0,52,4,4528,4584,130,4,703
679,3695335.0,3695902.0,26.101290825,576500,0,45,3,10425,10473,294,9,640
680,3695305.0,3695894.0,26.101279975,579022,0,43,2,7906,7951,228,7,662
681,3695334.0,3695901.0,26.101323968750002,576667,1,59,0,10246,10306,294,9,633
682,3695363.0,3695905.0,26.10206865625,586935,0,37,1,0,38,0,0,679
683,3695259.0,3695887.0,26.101208075,577620,0,43,2,9308,9353,261,8,687
684,3695321.0,3695882.0,26.1012637625,570632,0,40,3,16298,16341,461,14,632
685,3695363.0,3695905.0,26.10206865625,586910,1,60,2,0,63,0,0,683
